Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
Your daily reminder that just because someone dies WITH #COVID doesn't mean they died OF #COVID. #stopinflatingthenumbers,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282270561419186176
"It’s a shame the media &amp; pols have lost any shred of perspective during h1n1 pandemic the WHO estimated up to 1.4 billion ppl got the virus w 500k deaths ... did we cancel sports, business, life? Absolutely not we lived and moved on",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276627440505360384
"Official figures in Wales yeaterday:
0 (Zero) new cases in Newport along with most of Wales.
Only 19 in all of Wales.
But 97 in a factory in Merthyr!!
Very suspicious. 
Should we lockdown Merthyr now ? :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
#itsallbollocks",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277877874012360704
"@CBSNews Didn't we just find out that the Florida numbers reported at 98% positive, were actually only 9.3% positive?

#FakeNewsMedia #EnemyOfThePeople",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283199309337567232
@paulkrugman Yet no increase in deaths?  The new definition of”cases” has been increasing for 6 weeks now. Disappointed?,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280463206566236160
"This should be the last #lockdown  Come September society must re-open; it's utterly irrational for us live like this. We lived through worse flu seasons without shutdowns &amp; there is a greater health #crisis unfolding, far worse than the #Covid_19 virus, itself.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290228497579798531
"If you’re reading this, you have a much higher chance that mental illness will ruin, or even end your life as you know it, than the Wuhan Flu / COVID-19. Get out and find someone to talk to. Have fun. Do something that karens in your life wouldn’t want you to do.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1285396753634586625
"85 year olds four times dosage while on their death beds. Hmmm?

#CommieVirus2020
#UnMaskTheAgenda",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290286476035416064
"@ChuckCallesto Nope-do ‘experts’ take into account that humans need oxygen. Breathing carbon dioxide is bad. And this WuFlu may be contagious, but no where near as deadly as officials claimed. Numbers are falsified as they include people not tested and/or died of other causes.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281685375581388800
@Hanna1000 @NicolaSturgeon You lost your livelihood because you decided to let TV be your God and to live in a constant state of fear. The death toll is lower than the annual death toll for the flu.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277260179088736257
@MatthewGuyMP @nickbarnesaus Time to get the guts to explain the hysteria is unfounded.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282140387923001345
"@TyFox10 Increase of 78,000 tests ... with only an increase of 1,000-1,500 new cases.  That’s GREAT NEWS! 

#ReOpenArizona!
#ReOpenAZ",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1278058210369236992
@Melissa20753729 Never! It’s a #Scamdemic which the brainwashed #sheeple and fascist elected officials like @GovMLG are perpetuating for nefarious reasons!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281679185346301952
As we all know the lockdown related deaths will dwarf the #Covid19 deaths but Laura kuennsberg only interested in why boris Johnson didn’t implement it earlier ffs ! #nomasks,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286881653474897926
"@AsaHutchinson @DannyWest1 Praying for you, governor. The times in which we are living are unprecedented. I am proud to be an Arkansan and i support the re-opening of the state!",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282145312337993733
History is not going to say the US destroyed itself due to a virus with a 99.9% survival rate. They’re going to say that one side allowed it to be destroyed in the name of the latter. I hope the history books portray us like the idiots we are.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282765090639491074
"@__la_uren Take care and, no matter what you're told, do not go into these crowded places unnecessarily. We know nothing about this virus, hence we MUST play it safe. Best way is to",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1282246401087266816
"@Tinaforte7 Total CONTROL! If you’re healthy, you’re not supposed to be wearing a mask. Plus, it’s getting up to 115 degrees outside in some places...can it even be LEGAL to force people to wear masks in that heat? :woman_facepalming_light_skin_tone: 
#StopTheMadness",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283003449903181826
@michaeljknowles #RecallNewsom2020 &amp; every other gov that locks down or threatens punishments for masks,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282893088524926977
"So @DanielAndrewsMP gets mocked about a ‘Victorian wave’ and suddenly our streak of high numbers drops to 295. Something stinks. Low enough to stay in control and high enough to keep us locked up.
#resigndanandrews",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288416059167371264
"Criminal lockdown or not?
You decide 
RT if you dont know anyone who has tested positive for covid.
Let the gods decide 
#covid #usa #lockdown",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281766485451591680
"@TrumpWarRoom @ErinMPerrine Our economy didn't shut down with the oppressive 'GET BACK IN YOUR HOUSE!' mandates. :pleading_face: Take a page out of their playbook, testing is fraught with corruption with false positives and it's keeping us from opening back up! #BoycottTesting",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286668800507682817
"@conidave Don’t let @GavinNewsom win. Continue to work call it a “WORKING PROTEST” masks a “NO MASK PROTEST” We can protest too :wink:. Not by rioting, looting, setting our communities on fire. We will #TakeBackAmerica #NoMaskProtest #WorkingProtest #CoronaScam #RecallGavin2020",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282886256871878656
"@CafeMocha01 @Briejoy Vitamin D is so important!!
Kids should be #outside on #playgrounds and in #parks",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1276390684094685186
"Shall we remind ourselves, excess deaths due to the Hong Kong pandemic of 1968 for the uk was 81,000! The world did not grind to a halt then, why now?",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276088550665093120
"@_WhiteRabbitt_ #CNNFakeNews is full of crap

#EnemyOfThePeople",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280326351116013574
"0.02% chance of dying of #Covid and @GovInslee keeps our state in an “indefinite” lockdown. I’ll take those odd, thanks.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289317406741893120
I'm done.  I'm just done with the government overreach.  The hypocritical bullshit.  Life has risks.  Many of them are far greater than this overhyped virus.  #Enough,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289727250569531392
@GovKemp @BrianKempGA Only .1% of the population in #Georgia is confirmed to be infected with #COVID19! Why are we letting the cure be worse than the cancer? Please pressure @realDonaldTrump and @VP to,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24877184232578E+018
Well knew this was gonna happen . Dems starting to shut things down or extend shutdowns again. Predictable!! Dems wanna keep it going to November!! Lying about the virus!!  There was no pandemic to begin with. All political!!,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277970745507713028
"@CNNBusiness There is nob”new norm” you faithless hacks. There is only the fiction propagated by you, the rest of today’s media circus and the Democrats.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280669507116085248
@DineshDSouza I’m sure these protest have nothing to do with the rise in Covid cases!! 6 foot rule must have been cancelled for the protesters!! Lmao,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277171892898668545
"After causing so much collateral damage, #lockdowns did’t even work to stop the spread!  #Ontario",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286360259297148930
"@RealJamesWoods He got pneumonia. Which is still a real, actual disease that kills people. But we've never shut the country down to stop pneumonia.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281743409347256327
@Jali_Cat Why the fuck are people still not allowed to open up their businesses? This lockdown is sick joke that never should of happened!,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289664191016697857
"@TeamTrump @Mike_Pence @realDonaldTrump Now just stop morons like Fauci from putting a damper on it for a f'ing virus with 0.04%IFR under 70.

Any state that closes again should lose all federal funding, as it damages the economy and people of the US.

#FireFauci",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281367535783485446
"@drdavidsamadi Check this @HealthAllegheny and wake up. Closing is wrong, suicide is up, businesses will be on life support.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281205783473111041
"@realDonaldTrump @realDonaldTrump 
If #schools and #universities do not open in the near future, why should they receive #funding, there should be a fundamental change in the education system
#ReopeningSchools",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283256544004575233
Mask wearing is the new religion. Everyone is doomed if you don’t join their life saving ideology. #WakeUpAmerica #FearControlsPeople #DrainTheSwamp,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283164467472166912
"@TomiLahren I agree with you 100% of the time Tomi, but on this virus I agree with you 110%! #OpenTheSchools",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1282393010492157952
"When the government shuts down your business, they still get paid.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284254169281552384
@SenSchumer But none of the blame is on all the states locking everything down &amp; crushing the economy because they have no clue how to manage it? NY &amp; CA can attribute 40% of all COVID deaths to senior living centers. FORTY PERCENT you dummy.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282813061095514113
@senatemajldr No more stimulus bills reopen America let's get back to work government get out of the way.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1286413984858505216
"@PaigeAlexandraS Anyone who does not/refuses to wear a mask is better and more sensible than anyone who is falling for the Govt. control nonsense. 
No idea what you think he could be spoiling for anyone.
Only surgeons need masks.
#NoMasks #EndCOVIDForAll",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290666324503519237
"@AlexBerenson Excellent reporting! These new ""cases"" are most likely antibody tests, meaning people got the virus &amp; recovered or were asymptomatic. &amp; it means we are WELL ON OUR WAY TO #HERDIMMUNITY  IT'S TIME TO",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284890358321688578
"Damn you California!! I’m coming to Napa for the first time, with empty credit cards...and you shut the state down! Idiots. #californiashutdown #ThinkForYourself #napavalley #winekillscovid",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283043157173850125
@LarryOConnor The gym owner is right. Why not close everything if things are that bad? This has to stop.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278041637441040384
":bee: People die of bee stings every day and we still have commercial and private apiaries across the US. 
Perhaps everyone should just stay home. 
#OpenSchools",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286570305863987203
@davidashleywall It’s more than just tourism: this has real world consequences for people that thought they could go to work on Monday.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287114327045156865
"@DineshDSouza Any chance you can get @realDonaldTrump @WhiteHouse @PressSec @GovRonDeSantis @GregAbbott_TX to understand this &amp; not lock us down again. ""I'll take how to lose a reelection for $1,000, Alex."" #SuppressTheVote",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277802512695857153
Morning @BorisJohnson. Have you done with totally fucking up our  country yet? Just looking at the share prices for confirmation. #medicaltyranny,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281522356557615104
"@LionelMedia Fuck em’

America will only put up with this bullshit for so long.  Pretty soon America is going to tell the #SatanicElite to fuck themselves.  #CoronaHoax",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276351789076373504
"@JoeBiden Leave me alone.
Contact trace yourself fool.
Enough tyranny in the name of safety.
#WalkAwayFromDemocrats 
#OBAMAGATE 
#WalkAwayFromDemocratSocialists",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288549291691212800
@LinSpina @StigersDavid @charliekirk11 Democrats celebrate every Covid death as a win! They will use any excuse to keep the US shut down!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287828965802082305
"@GovNedLamont It’s called herd immunity. Lockdown were too late to have any effect in CT.  For all the science deniers, if herd immunity is impossible then vaccine wouldn’t help.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283565867700236288
"Damn it!!!!

This is America...
Not the CCP..
Why the hell are we cowering and destroying our country to a freaking microbe that has a survivability rate of over 99%?

I would rather take my chances and die from the virus than live in a Communist Police State..",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284732345233408001
"The death rate of COVID-19 is just barely causing more deaths than the flu currently, according to statistic sources that notoriously inflate COVID-19 counts. 

But no, we'll keep everything locked down at least until, oh, I don't know, I'd say maybe... November",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281736027594461185
"@GregAbbott_TX @realDonaldTrump @GovAbbott Makes NO SENSE!
Mitigation orders (social distance/mass closings) set forth COVID-19 was based on Worse Case scenarios - models were Grossly inaccurate! Yet in the face of reality (no deadlier than flu) NOTHING's changed in mitigation orders. Update that shit!!! ",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25274128989392E+018
What’s up with @VP sounding like a democrat? He’s been hanging with Fauci too long!!!  #NoMasks,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276656791481454594
"@TDEM @GovAbbott The reporting is so messed up, NO ONE knows the REAL numbers! What is a fact is that treatment is working and we need to",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286202478489468928
"@MattHancock This isn't rocket science Mr Cock.
If less people have died than have for this time of year for the last five years then your virus BS has gone firmly out the window.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278069504250175490
@RealMattCouch @seanhannity also fails to mention the low death rate of #COVID19 . #NoMaskMandates,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283229895154229248
"@BCGovNews We absolutely can do better.

Let's talk about the addictions &amp; overdoses, the jobs and businesses lost, the depression &amp; anxiety, the fiscal irresponsibility, the perverse incentives paying people more to stay home than work...

Do better...",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286426618043314176
"Heres a thought 

Why do we need to be vaccinated against a virus that has a 99.98 % recovery rate :thinking_face:

#nomasks
#Covid19UK",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286909819664949249
"If you support gun control extremism, authoritarian government, or the loss of civil liberties (even “temporarily”)... fuck you. #UnAmerican #COVID19 #ChinaVirus #FuckChina #DemocratsAreDestroyingAmerica #FireFauci #GulagGretchen ",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24971983817771E+018
"Someone else’s health is not my responsibility. Therefore, I will not quarantine, vaccinate, or wear a mask for you. 

It’s on you. 

#COVID19 ",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25193438937583E+018
More worrying than covid mum and daughter is that my son of only 28 months old attempts to move off of pavements to avoid people. This country is too much.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276213927962185728
@Aintthissometh1 @NBCNews Stay at Home Orders were to keep people fat dumb  &amp; stupid...while the fake news regurgitated the same news daily.. so the masses are brainwashed and stay that way....we were told 15 days..power hungry govts have us at 5 mos and counting,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287381383472656384
@7point7billion @newscomauHQ @DanielAndrewsMP 90% of covid19 deaths come from people with pre existing medical conditions yet #DanAndrews is punishing millions of healthy victorians by putting them into 6 weeks of solitary confinement for a crime he commited. #COVIDVIC19,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290266448518995974
"I don't see the effectiveness of a lockdown without mass testing.
@MoHCCZim are there any plans for mass testing?",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285868916976300033
"Stage 5?? 

Is that when #DanAndrews gets thrown into the Yarra for tanking the economy, inviting a mental health crisis &amp; destroying the lives of battlers, all of which will kill far more than the virus will",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290211402636857344
@charliekirk11 No more shutdowns. Let us make our own choices... #OpenSchools #returntowork,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281488491054903296
"@TiceRichard @RishiSunak @BorisJohnson That time has come. We are already falling from the cliff edge, but haven’t hit the rocks yet. The greatest act of economic self harm in history.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285474521831677959
"Death rate now so low in Britain that the #BBC has to talk about mortality in foreign countries to keep the Great Panic going.

#COVID__19 #COVID19 #COVID #Covid19UK #COVIDIOTS",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284887689314041856
"Just because I want the economy open and have an income above total losers doesn't mean I'm voting for Trump, ya dumb fucks!

#COVID19 #coronavirus #Biden2020",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277742869424615427
@DjPaUlHoWaRd @Liz_Wheeler President Trump has handle this pandemic with ease. Stop with your ignorance....stop believing lies because of your HATE. Children have got to get back to school.....,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283342522023059456
@ChristineBrett8 This is rediculous..what is going on @MattHancock .please do tell us what u plan if there is never a vaccine?? No really please tell us?? #NoMaskOnMe,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283480088928038912
@globalnews Bullshit! Open up the economy and leave it open! There has been enough damage done to Canada’s economy.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283529461783162880
@senatemajldr No More Bills! Reopen America let people work again.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286414458311659520
@GavinNewsom So is the flu and pneumonia what are their #’s stop the #MediaManipulation #covid19 has treatments. You’re @SpeakerPelosi nephew so stop the #agenda LIES!!!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1273010232067788800
"Please wear a mask, all!/Repeat: I repeat: Mask up/when you go outside! #haiku #haikuchallenge #micropoetry #poetry #repeat #CoronavirusPandemic #CoronavirusChallenge #WearAMask #ShelterInPlace",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1287740843013492738
@stltoday Just like any other viral infection. Don’t need to force a vaccine for something with a 99% recovery rate.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285236927659233281
"@Hoosiers1986 I'm not watching anyone that hates American Freedom.
#EnoughIsEnough #RightToAssemble #RightToWorship #BringBackTheConstitution",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286295455261851649
@Jayesco78 YES! I’m prepared for civil war against these nazi democrats #civilwar #banmasks,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288643742350467072
"Why is it so controversial to keep our economy open and running while protecting our most vulnerable?! :thinking_face:

#EndTheNightmare #OpenOurSchools",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287229353600987137
@realDonaldTrump we the taxpayers are tired of paying $600 extra to people that didn’t make that much. Enough is enough.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287449730138742784
"#COVID19 death numbers are inflated.

A large percentage of deaths are those who died 
WITH #WuhanVirus, and not FROM it.

",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25302251797293E+018
"@TrumpWarRoom @realDonaldTrump Since there is a cure for pennies, why do we need a vaccine or contact tracers?
Stop all aid to WHO, but don't give it to GAVI!!!
#Scamdemic 
#FireFauci",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281211595457040384
@DC_Draino What happened to the America that had the Boston Tea Party because they didn't want to pay taxes? We have to stop being so weak and letting the government control us like this.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289856881196961793
@Karen16903 Data is all flawed!!!:face_with_symbols_on_mouth: Nothing should be closed anymore,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278068821077737477
"@GoogleSmallBiz @GavinNewsom @CaliforniaOSBA Pretend u give a F. 

#opencalifornia",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281085900965863424
.@CDCDirector @CDCgov @POTUS @VP YOU MUST REDO #COVID19 GUIDELINES. THEY WERE ESTABLISHED BEFORE WE KNEW FACTS ABOUT VIRUS. RESTRICTING OPENINGS ETC. BY CASE NUMBER CANNOT BE GUIDELINE ANYMORE! SCIENCE FACT! VIRUS ALREADY WIDESPREAD..MAKE NEW REOPEN GUIDELINES!!!!!,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283041008616431625
"Some meat and a couple of odds and ends for the weekend. Nothing elaborate. R1000. Will be going again on Sunday.  
How the flying fuck does @GovernmentZA and @CyrilRamaphosa expect people to eat on R350 p/m. The #ANCHatesSouthAfricans  
#ANCMustFall",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286625629685846017
"@BallouxFrancois @DanProft The first option is the only reasonable one.

If it's as transmissable as they say, it is inevitable that most if not all will get it at some point.

The alternative is we lockdown, force masks, and we still get it at some point.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1286650458036199425
@Peyton57738230 @GovAbbott @NASA_Johnson Bs! The problem is false reporting! Patients are being treated successfully! I guess there's an imaginary line between north and south Texas...lmbo!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286205832330452992
"Alone with my thought. Lockdown sucks I fucking hate Quarantine lol
#CoronavirusPandemic #usatoday #StaySafe #StaySafeStayHealthy",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281355947106066442
@Timcast Why are we still listening to the experts....,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286673208029188096
"No Fauci, not one state needs to pause their re-opening plans. As a matter of fact no state should have been shut down.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281712583721062402
The worst pandemic that's affecting society right now is stupidity.  #Plandemic #ArrestBillGates,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278232163339472897
#RecallGavin2020 Newsom/Pelosi #CrimeFamily this clowns are destroying people’s livelihoods all for a virus that people have a 99.8% chance of surviving!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282869087710916608
@andrewbostom The problem is the liberal media #FakeNewsMedia and @Democrats don’t want the truth or real data - wake up Americans and yell  We are mad as hell and won’t take it anymore! @GovInslee @washdems @POTUS #NoMasks,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283537039904763904
"Do you want to banish the Covid nightmare?

It's really simple.
1) Stop listening to MSM
2) Don't get tested.
3) Ignore all Governments propaganda.

And that's it, all gone..
#Covid_19 #COVID19 #Plandemic #coronavirus #Masks",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290609434163650565
"@Ljubica1 @NeilClark66 @CllrBSilvester So will you accept any and every law that is imposed on us just because he is the PM?  
No matter how stupid, how pointless or how dangerous?
Do you really think the title PM gives him total power over our ever move ?
#notmypm #NoMasks",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289556227546992648
